ICDO3.2,ICDO3.2_c,idd,beh,type,Level,Term_used,Term_raw
8851/3,8851,1488,/3,cancer,Synonym,"Liposarcoma, differentiated","Liposarcoma, differentiated"
8851/3,8851,1489,/3,cancer,Related,Inflammatory liposarcoma,Inflammatory liposarcoma
8851/3,8851,1490,/3,cancer,Related,Sclerosing liposarcoma,Sclerosing liposarcoma
8852/0,8852,1491,/0,,Preferred,Fibromyxolipoma,Fibromyxolipoma
8852/0,8852,1492,/0,,Synonym,Myxolipoma,Myxolipoma
8852/3,8852,1493,/3,cancer,Preferred,Myxoid liposarcoma,Myxoid liposarcoma
8852/3,8852,1494,/3,cancer,Synonym,Myxoliposarcoma,Myxoliposarcoma
8853/3,8853,1495,/3,cancer,Preferred,Round cell liposarcoma,Round cell liposarcoma
8854/0,8854,1496,/0,,Preferred,Pleomorphic lipoma,Pleomorphic lipoma
8854/3,8854,1497,/3,cancer,Preferred,Pleomorphic liposarcoma,Pleomorphic liposarcoma
8855/3,8855,1498,/3,cancer,Preferred,Mixed liposarcoma,Mixed liposarcoma
8856/0,8856,1499,/0,,Preferred,Intramuscular lipoma,Intramuscular lipoma
8856/0,8856,1500,/0,,Related,Infiltrating angiolipoma,Infiltrating angiolipoma
8856/0,8856,1501,/0,,Related,Infiltrating lipoma,Infiltrating lipoma
8857/0,8857,1502,/0,,Preferred,Spindle cell lipoma,Spindle cell lipoma
8857/3,8857,1503,/3,cancer,Preferred,Fibroblastic liposarcoma,Fibroblastic liposarcoma
8858/3,8858,1504,/3,cancer,Preferred,Dedifferentiated liposarcoma,Dedifferentiated liposarcoma
8860/0,8860,1505,/0,,Preferred,Angiomyolipoma,Angiomyolipoma
8860/1,8860,1506,/1,,Preferred,"Angiomyolipoma, epithelioid","Angiomyolipoma, epithelioid"
8861/0,8861,1507,/0,,Preferred,"Angiolipoma","Angiolipoma"
8862/0,8862,1508,/0,,Preferred,Chondroid lipoma,Chondroid lipoma
8870/0,8870,1509,/0,,Preferred,Myelolipoma,Myelolipoma
8880/0,8880,1510,/0,,Preferred,Hibernoma,Hibernoma
8880/0,8880,1511,/0,,Synonym,Brown fat tumor,Brown fat tumor
8880/0,8880,1512,/0,,Synonym,Fetal fat cell lipoma,Fetal fat cell lipoma
8881/0,8881,1513,/0,,Preferred,Lipoblastomatosis,Lipoblastomatosis
8881/0,8881,1514,/0,,Synonym,"Fetal lipoma","Fetal lipoma"
8881/0,8881,1515,/0,,Synonym,Fetal lipomatosis,Fetal lipomatosis
8881/0,8881,1516,/0,,Synonym,Lipoblastoma,Lipoblastoma
8890/0,8890,1518,/0,,Preferred,"Leiomyoma","Leiomyoma"
8890/0,8890,1519,/0,,Synonym,Fibroid uterus,Fibroid uterus
8890/0,8890,1520,/0,,Synonym,Fibromyoma,Fibromyoma
8890/0,8890,1521,/0,,Synonym,Leiomyofibroma,Leiomyofibroma
8890/0,8890,1522,/0,,Related,Lipoleiomyoma,Lipoleiomyoma
8890/0,8890,1523,/0,,Synonym,Lipomatous leiomyoma,Lipomatous leiomyoma
8890/0,8890,1524,/0,,Related,Plexiform leiomyoma,Plexiform leiomyoma
8890/0,8890,1525,/0,,Related,"Leiomyoma, apoplectic","Leiomyoma, apoplectic"
8890/0,8890,1526,/0,,Related,"Leiomyoma, hydropic","Leiomyoma, hydropic"
8890/0,8890,1527,/0,,Related,Myolipoma,Myolipoma
8890/0,8890,1528,/0,,Related,Cotyledonoid leiomyoma,Cotyledonoid leiomyoma
8890/0,8890,1529,/0,,Synonym,Dissecting leiomyoma,Dissecting leiomyoma
8890/1,8890,1530,/1,,Preferred,"Leiomyomatosis","Leiomyomatosis"
8890/1,8890,1531,/1,,Related,"Leiomyomatosis, peritonealis disseminata","Leiomyomatosis, peritonealis disseminata"
8890/1,8890,1532,/1,,Related,Intravascular leiomyomatosis,Intravascular leiomyomatosis
8890/1,8890,1533,/1,,Synonym,Intravenous leiomyomatosis,Intravenous leiomyomatosis
8890/3,8890,1534,/3,cancer,Preferred,"Leiomyosarcoma","Leiomyosarcoma"
8891/0,8891,1535,/0,,Preferred,Epithelioid leiomyoma,Epithelioid leiomyoma
8891/0,8891,1536,/0,,Synonym,Leiomyoblastoma,Leiomyoblastoma
8891/3,8891,1537,/3,cancer,Preferred,Epithelioid leiomyosarcoma,Epithelioid leiomyosarcoma
8892/0,8892,1538,/0,,Preferred,Cellular leiomyoma,Cellular leiomyoma
8893/0,8893,1539,/0,,Preferred,Bizarre leiomyoma,Bizarre leiomyoma
8893/0,8893,1540,/0,,Synonym,Atypical leiomyoma,Atypical leiomyoma
8893/0,8893,1541,/0,,Synonym,Pleomorphic leiomyoma,Pleomorphic leiomyoma
8893/0,8893,1542,/0,,Synonym,Symplastic leiomyoma,Symplastic leiomyoma
8894/0,8894,1543,/0,,Preferred,Angioleiomyoma,Angioleiomyoma
8894/0,8894,1544,/0,,Synonym,Angiomyoma,Angiomyoma
8894/0,8894,1545,/0,,Synonym,Vascular leiomyoma,Vascular leiomyoma
8894/3,8894,1546,/3,cancer,Preferred,Angiomyosarcoma,Angiomyosarcoma
8895/0,8895,1547,/0,,Preferred,Myoma,Myoma
8895/3,8895,1548,/3,cancer,Preferred,Myosarcoma,Myosarcoma
8896/0,8896,1549,/0,,Preferred,Myxoid leiomyoma,Myxoid leiomyoma
8896/3,8896,1550,/3,cancer,Preferred,Myxoid leiomyosarcoma,Myxoid leiomyosarcoma
8897/1,8897,1551,/1,,Preferred,Smooth muscle tumor of uncertain malignant potential,Smooth muscle tumor of uncertain malignant potential
8897/1,8897,1552,/1,,Synonym,"Smooth muscle tumor, atypical","Smooth muscle tumor, atypical"
8897/1,8897,1553,/1,,Related,"Smooth muscle tumor","Smooth muscle tumor"
8897/1,8897,1554,/1,,Related,"Leiomyosarcoma, cutaneous","Leiomyosarcoma, cutaneous"
8898/1,8898,1555,/1,,Preferred,Metastasizing leiomyoma,Metastasizing leiomyoma
8900/0,8900,1556,/0,,Preferred,"Rhabdomyoma","Rhabdomyoma"
8900/3,8900,1557,/3,cancer,Preferred,"Rhabdomyosarcoma","Rhabdomyosarcoma"
8900/3,8900,1558,/3,cancer,Synonym,Rhabdosarcoma,Rhabdosarcoma
8901/3,8901,1559,/3,cancer,Preferred,"Pleomorphic rhabdomyosarcoma, adult type","Pleomorphic rhabdomyosarcoma, adult type"
8901/3,8901,1560,/3,cancer,Related,"Pleomorphic rhabdomyosarcoma","Pleomorphic rhabdomyosarcoma"
8901/3,8901,1561,/3,cancer,Synonym,"Rhabdomyosarcoma, pleomorphic type","Rhabdomyosarcoma, pleomorphic type"
8902/3,8902,1562,/3,cancer,Preferred,Mixed type rhabdomyosarcoma,Mixed type rhabdomyosarcoma
8902/3,8902,1563,/3,cancer,Related,Mixed embryonal rhabdomyosarcoma and alveolar rhabdomyosarcoma,Mixed embryonal rhabdomyosarcoma and alveolar rhabdomyosarcoma
8903/0,8903,1564,/0,,Preferred,Fetal rhabdomyoma,Fetal rhabdomyoma
8904/0,8904,1565,/0,,Preferred,Adult cellular rhabdomyoma,Adult cellular rhabdomyoma
8904/0,8904,1566,/0,,Synonym,Adult rhabdomyoma,Adult rhabdomyoma
8904/0,8904,1567,/0,,Related,Glycogenic rhabdomyoma,Glycogenic rhabdomyoma
8905/0,8905,1568,/0,,Preferred,Genital rhabdomyoma,Genital rhabdomyoma
8910/3,8910,1569,/3,cancer,Preferred,"Embryonal rhabdomyosarcoma","Embryonal rhabdomyosarcoma"
8910/3,8910,1570,/3,cancer,Synonym,"Rhabdomyosarcoma, embryonal type","Rhabdomyosarcoma, embryonal type"
8910/3,8910,1571,/3,cancer,Related,"Embryonal rhabdomyosarcoma, pleomorphic","Embryonal rhabdomyosarcoma, pleomorphic"
8910/3,8910,1572,/3,cancer,Related,Sarcoma botryoides,Sarcoma botryoides
8910/3,8910,1573,/3,cancer,Synonym,Botryoid sarcoma,Botryoid sarcoma
8912/3,8912,1574,/3,cancer,Preferred,Spindle cell rhabdomyosarcoma,Spindle cell rhabdomyosarcoma
8912/3,8912,1575,/3,cancer,Synonym,Sclerosing rhabdomyosarcoma,Sclerosing rhabdomyosarcoma
8912/3,8912,1576,/3,cancer,Synonym,"Rhabdomyosarcoma, spindle cell/sclerosing type","Rhabdomyosarcoma, spindle cell/sclerosing type"
8920/3,8920,1577,/3,cancer,Preferred,Alveolar rhabdomyosarcoma,Alveolar rhabdomyosarcoma
8921/3,8921,1578,/3,cancer,Preferred,Ectomesenchymoma,Ectomesenchymoma
8921/3,8921,1579,/3,cancer,Synonym,Rhabdomyosarcoma with ganglionic differentiation,Rhabdomyosarcoma with ganglionic differentiation
8930/0,8930,1581,/0,,Preferred,Endometrial stromal nodule,Endometrial stromal nodule
8930/3,8930,1582,/3,cancer,Preferred,"Endometrial stromal sarcoma","Endometrial stromal sarcoma"
8930/3,8930,1583,/3,cancer,Synonym,"Endometrial sarcoma","Endometrial sarcoma"
8930/3,8930,1584,/3,cancer,Related,"Endometrial stromal sarcoma, high grade","Endometrial stromal sarcoma, high grade"
8930/3,8930,1585,/3,cancer,Synonym,"Endometrioid stromal sarcoma, high grade","Endometrioid stromal sarcoma, high grade"
8931/3,8931,1586,/3,cancer,Preferred,"Endometrial stromal sarcoma, low grade","Endometrial stromal sarcoma, low grade"
8931/3,8931,1587,/3,cancer,Synonym,Endolymphatic stromal myosis,Endolymphatic stromal myosis
8931/3,8931,1588,/3,cancer,Synonym,"Endometrioid stromal sarcoma, low grade","Endometrioid stromal sarcoma, low grade"
8931/3,8931,1589,/3,cancer,Synonym,Endometrial stromatosis,Endometrial stromatosis
8931/3,8931,1590,/3,cancer,Synonym,Stromal endometriosis,Stromal endometriosis
8931/3,8931,1591,/3,cancer,Synonym,"Stromal myosis","Stromal myosis"
8932/0,8932,1592,/0,,Preferred,"Adenomyoma","Adenomyoma"
8932/0,8932,1593,/0,,Related,Atypical polypoid adenomyoma,Atypical polypoid adenomyoma
8933/3,8933,1594,/3,cancer,Preferred,Aarcoma,Aarcoma
8934/3,8934,1595,/3,cancer,Preferred,Carcinofibroma,Carcinofibroma
8935/0,8935,1596,/0,,Preferred,"Stromal tumor, benign","Stromal tumor, benign"
8935/1,8935,1597,/1,,Preferred,"Stromal tumor","Stromal tumor"
8935/1,8935,1598,/1,,Related,Metanephric stromal tumor,Metanephric stromal tumor
8935/1,8935,1599,/1,,Related,Stromal tumor of uncertain malignant potential,Stromal tumor of uncertain malignant potential
8935/3,8935,1600,/3,cancer,Preferred,"Stromal sarcoma","Stromal sarcoma"
8936/3,8936,1601,/3,cancer,Preferred,Gastrointestinal stromal tumor,Gastrointestinal stromal tumor
8936/3,8936,1602,/3,cancer,Synonym,"GIST, malignant","GIST, malignant"
8936/3,8936,1603,/3,cancer,Synonym,Gastrointestinal stromal sarcoma,Gastrointestinal stromal sarcoma
8936/3,8936,1604,/3,cancer,Related,Gastrointestinal autonomic nerve tumor,Gastrointestinal autonomic nerve tumor
8936/3,8936,1605,/3,cancer,Synonym,GANT,GANT
8936/3,8936,1606,/3,cancer,Related,Gastrointestinal pacemaker cell tumor,Gastrointestinal pacemaker cell tumor
8940/0,8940,1607,/0,,Preferred,Pleomorphic adenoma,Pleomorphic adenoma
8940/0,8940,1608,/0,,Synonym,"Mixed tumor","Mixed tumor"
8940/0,8940,1609,/0,,Synonym,"Mixed tumor, salivary gland type","Mixed tumor, salivary gland type"
8940/0,8940,1610,/0,,Related,"Chondroid syringoma","Chondroid syringoma"
8940/3,8940,1611,/3,cancer,Preferred,"Mixed tumor, malignant","Mixed tumor, malignant"
8940/3,8940,1612,/3,cancer,Synonym,"Mixed tumor, salivary gland type, malignant","Mixed tumor, salivary gland type, malignant"
8940/3,8940,1613,/3,cancer,Related,Malignant chondroid syringoma,Malignant chondroid syringoma
8941/3,8941,1614,/3,cancer,Preferred,Carcinoma ex pleomorphic adenoma,Carcinoma ex pleomorphic adenoma
8941/3,8941,1615,/3,cancer,Synonym,Carcinoma in pleomorphic adenoma,Carcinoma in pleomorphic adenoma
8950/3,8950,1616,/3,cancer,Preferred,Mullerian mixed tumor,Mullerian mixed tumor
8951/3,8951,1617,/3,cancer,Preferred,Mesodermal mixed tumor,Mesodermal mixed tumor
8959/0,8959,1618,/0,,Preferred,Benign cystic nephroma,Benign cystic nephroma
8959/0,8959,1619,/0,,Related,Mixed epithelial and stromal tumor,Mixed epithelial and stromal tumor
8959/0,8959,1620,/0,,Related,Pediatric cystic nephroma,Pediatric cystic nephroma
8959/0,8959,1621,/0,,Related,Adult cystic nephroma,Adult cystic nephroma
8959/1,8959,1622,/1,,Preferred,Cystic partially differentiated nephroblastoma,Cystic partially differentiated nephroblastoma
8959/3,8959,1623,/3,cancer,Preferred,Malignant cystic nephroma,Malignant cystic nephroma
8959/3,8959,1624,/3,cancer,Synonym,Malignant multilocular cystic nephroma,Malignant multilocular cystic nephroma
8960/1,8960,1625,/1,,Preferred,Mesoblastic nephroma,Mesoblastic nephroma
8960/3,8960,1626,/3,cancer,Preferred,"Nephroblastoma","Nephroblastoma"
8960/3,8960,1627,/3,cancer,Synonym,"Nephroma","Nephroma"
8960/3,8960,1628,/3,cancer,Synonym,Wilms tumor,Wilms tumor
8963/3,8963,1629,/3,cancer,Preferred,"Rhabdoid tumor","Rhabdoid tumor"
8963/3,8963,1630,/3,cancer,Synonym,Malignant rhabdoid tumor,Malignant rhabdoid tumor
8963/3,8963,1631,/3,cancer,Synonym,Rhabdoid sarcoma,Rhabdoid sarcoma
8964/3,8964,1632,/3,cancer,Preferred,Clear cell sarcoma of kidney,Clear cell sarcoma of kidney
8966/0,8966,1633,/0,,Preferred,Renomedullary interstitial cell tumor,Renomedullary interstitial cell tumor
8966/0,8966,1634,/0,,Synonym,Renomedullary fibroma,Renomedullary fibroma
8966/0,8966,1635,/0,,Synonym,Medullary fibroma,Medullary fibroma
8967/0,8967,1636,/0,,Preferred,Ossifying renal tumor,Ossifying renal tumor
8970/3,8970,1637,/3,cancer,Preferred,"Hepatoblastoma","Hepatoblastoma"
8970/3,8970,1638,/3,cancer,Synonym,Embryonal hepatoma,Embryonal hepatoma
8970/3,8970,1639,/3,cancer,Related,"Hepatoblastoma, epithelioid","Hepatoblastoma, epithelioid"
8970/3,8970,1640,/3,cancer,Related,"Hepatoblastoma, mixed epithelial-mesenchymal","Hepatoblastoma, mixed epithelial-mesenchymal"
8971/3,8971,1641,/3,cancer,Preferred,Pancreatoblastoma,Pancreatoblastoma
8972/3,8972,1642,/3,cancer,Preferred,Pulmonary blastoma,Pulmonary blastoma
8972/3,8972,1643,/3,cancer,Synonym,Pneumoblastoma,Pneumoblastoma
8973/3,8973,1644,/3,cancer,Preferred,Pleuropulmonary blastoma,Pleuropulmonary blastoma
8974/1,8974,1645,/1,,Preferred,Sialoblastoma,Sialoblastoma
8975/1,8975,1646,/1,,Preferred,Calcifying nested stromal-epithelial tumor,Calcifying nested stromal-epithelial tumor
8980/3,8980,1647,/3,cancer,Preferred,"Cararcoma","Cararcoma"
8981/3,8981,1648,/3,cancer,Preferred,"Cararcoma, embryonal","Cararcoma, embryonal"
8982/0,8982,1649,/0,,Preferred,"Myoepithelioma","Myoepithelioma"
8982/0,8982,1650,/0,,Synonym,Myoepithelial adenoma,Myoepithelial adenoma
8982/0,8982,1651,/0,,Synonym,Myoepithelial tumor,Myoepithelial tumor
8982/0,8982,1652,/0,,Synonym,Ectomesenchymal chondromyxoid tumor,Ectomesenchymal chondromyxoid tumor
8982/3,8982,1653,/3,cancer,Preferred,Myoepithelial carcinoma,Myoepithelial carcinoma
8982/3,8982,1654,/3,cancer,Synonym,Malignant myoepithelioma,Malignant myoepithelioma
8982/3,8982,1655,/3,cancer,Synonym,"Myoepithelioma, infiltrating","Myoepithelioma, infiltrating"
8983/0,8983,1656,/0,,Preferred,"Adenomyoepithelioma","Adenomyoepithelioma"
8983/0,8983,1657,/0,,Related,"Adenomyoepithelioma, benign","Adenomyoepithelioma, benign"
8983/3,8983,1658,/3,cancer,Preferred,Adenomyoepithelioma with carcinoma,Adenomyoepithelioma with carcinoma
8983/3,8983,1659,/3,cancer,Synonym,Malignant adenomyoepithelioma,Malignant adenomyoepithelioma
8990/0,8990,1660,/0,,Preferred,"Mesenchymoma, benign","Mesenchymoma, benign"
8990/0,8990,1661,/0,,Related,"Phosphaturic mesenchymal tumor, benign","Phosphaturic mesenchymal tumor, benign"
8990/0,8990,1662,/0,,Synonym,"Phosphaturic mesenchymal tumor","Phosphaturic mesenchymal tumor"
8990/1,8990,1663,/1,,Preferred,"Mesenchymoma","Mesenchymoma"
8990/1,8990,1664,/1,,Synonym,Mixed mesenchymal tumor,Mixed mesenchymal tumor
8990/1,8990,1665,/1,,Related,Primitive non-neural granular cell tumor,Primitive non-neural granular cell tumor
8990/3,8990,1666,/3,cancer,Preferred,"Mesenchymoma, malignant","Mesenchymoma, malignant"
8990/3,8990,1667,/3,cancer,Synonym,Mixed mesenchymal sarcoma,Mixed mesenchymal sarcoma
8990/3,8990,1668,/3,cancer,Related,"Phosphaturic mesenchymal tumor, malignant","Phosphaturic mesenchymal tumor, malignant"
8991/3,8991,1669,/3,cancer,Preferred,Embryonal sarcoma,Embryonal sarcoma
8992/0,8992,1670,/0,,Preferred,Pulmonary hamartoma,Pulmonary hamartoma
9000/0,9000,1672,/0,,Preferred,"Brenner tumor","Brenner tumor"
9000/1,9000,1673,/1,,Preferred,"Brenner tumor, borderline malignancy","Brenner tumor, borderline malignancy"
9000/1,9000,1674,/1,,Synonym,Borderline Brenner tumor,Borderline Brenner tumor
9000/1,9000,1675,/1,,Synonym,"Brenner tumor, atypical proliferative","Brenner tumor, atypical proliferative"
9000/1,9000,1676,/1,,Synonym,"Brenner tumor, proliferating","Brenner tumor, proliferating"
9000/3,9000,1677,/3,cancer,Preferred,"Brenner tumor, malignant","Brenner tumor, malignant"
9010/0,9010,1678,/0,,Preferred,"Fibroadenoma","Fibroadenoma"
9010/0,9010,1679,/0,,Related,Lipofibroadenoma,Lipofibroadenoma
9011/0,9011,1680,/0,,Preferred,Intracanalicular fibroadenoma,Intracanalicular fibroadenoma
9012/0,9012,1681,/0,,Preferred,Pericanalicular fibroadenoma,Pericanalicular fibroadenoma
9013/0,9013,1682,/0,,Preferred,"Adenofibroma","Adenofibroma"
9013/0,9013,1683,/0,,Related,Metanephric adenofibroma,Metanephric adenofibroma
9013/0,9013,1684,/0,,Synonym,Nephrogenic adenofibroma,Nephrogenic adenofibroma
9013/0,9013,1685,/0,,Related,"Cystadenofibroma","Cystadenofibroma"
9013/0,9013,1686,/0,,Related,Papillary adenofibroma,Papillary adenofibroma
9014/0,9014,1687,/0,,Preferred,"Serous adenofibroma","Serous adenofibroma"
9014/0,9014,1688,/0,,Related,"Serous cystadenofibroma","Serous cystadenofibroma"
9014/0,9014,1689,/0,,Related,Seromucinous adenofibroma,Seromucinous adenofibroma
9014/1,9014,1690,/1,,Preferred,Serous adenofibroma of borderline malignancy,Serous adenofibroma of borderline malignancy
9014/1,9014,1691,/1,,Related,Serous cystadenofibroma of borderline malignancy,Serous cystadenofibroma of borderline malignancy
9014/3,9014,1692,/3,cancer,Preferred,Serous adenocarcinofibroma,Serous adenocarcinofibroma
9014/3,9014,1693,/3,cancer,Synonym,Malignant serous adenofibroma,Malignant serous adenofibroma
9014/3,9014,1694,/3,cancer,Related,Serous cystadenocarcinofibroma,Serous cystadenocarcinofibroma
9014/3,9014,1695,/3,cancer,Synonym,Malignant serous cystadenofibroma,Malignant serous cystadenofibroma
9015/0,9015,1696,/0,,Preferred,"Mucinous adenofibroma","Mucinous adenofibroma"
9015/0,9015,1697,/0,,Related,"Mucinous cystadenofibroma","Mucinous cystadenofibroma"
9015/1,9015,1698,/1,,Preferred,Mucinous adenofibroma of borderline malignancy,Mucinous adenofibroma of borderline malignancy
9015/1,9015,1699,/1,,Related,Mucinous cystadenofibroma of borderline malignancy,Mucinous cystadenofibroma of borderline malignancy
9015/3,9015,1700,/3,cancer,Preferred,Mucinous adenocarcinofibroma,Mucinous adenocarcinofibroma
9015/3,9015,1701,/3,cancer,Synonym,Malignant mucinous adenofibroma,Malignant mucinous adenofibroma
9015/3,9015,1702,/3,cancer,Related,Mucinous cystadenocarcinofibroma,Mucinous cystadenocarcinofibroma
9015/3,9015,1703,/3,cancer,Synonym,Malignant mucinous cystadenofibroma,Malignant mucinous cystadenofibroma
9016/0,9016,1704,/0,,Preferred,Giant fibroadenoma,Giant fibroadenoma
9020/0,9020,1705,/0,,Preferred,"Phyllodes tumor, benign","Phyllodes tumor, benign"
9020/0,9020,1706,/0,,Synonym,"Cystosarcoma phyllodes, benign","Cystosarcoma phyllodes, benign"
9020/1,9020,1707,/1,,Preferred,"Phyllodes tumor, borderline","Phyllodes tumor, borderline"
9020/1,9020,1708,/1,,Synonym,"Cystosarcoma phyllodes","Cystosarcoma phyllodes"
9020/1,9020,1709,/1,,Synonym,"Phyllodes tumor","Phyllodes tumor"
9020/3,9020,1710,/3,cancer,Preferred,"Phyllodes tumor, malignant","Phyllodes tumor, malignant"
9020/3,9020,1711,/3,cancer,Synonym,"Cystosarcoma phyllodes, malignant","Cystosarcoma phyllodes, malignant"
9020/3,9020,1712,/3,cancer,Related,"Periductal stromal tumor, low grade","Periductal stromal tumor, low grade"
9030/0,9030,1713,/0,,Preferred,Juvenile fibroadenoma,Juvenile fibroadenoma
9040/0,9040,1715,/0,,Preferred,"Synovioma, benign","Synovioma, benign"
9040/3,9040,1716,/3,cancer,Preferred,"Synovial sarcoma","Synovial sarcoma"
9040/3,9040,1717,/3,cancer,Synonym,"Synovioma","Synovioma"
9040/3,9040,1718,/3,cancer,Synonym,"Synovioma, malignant","Synovioma, malignant"
9041/3,9041,1719,/3,cancer,Preferred,"Synovial sarcoma, spindle cell","Synovial sarcoma, spindle cell"
9041/3,9041,1720,/3,cancer,Synonym,"Synovial sarcoma, monophasic fibrous","Synovial sarcoma, monophasic fibrous"
9042/3,9042,1721,/3,cancer,Preferred,"Synovial sarcoma, epithelioid cell","Synovial sarcoma, epithelioid cell"
9043/3,9043,1722,/3,cancer,Preferred,"Synovial sarcoma, biphasic","Synovial sarcoma, biphasic"
9044/3,9044,1723,/3,cancer,Preferred,"Clear cell sarcoma","Clear cell sarcoma"
9044/3,9044,1724,/3,cancer,Related,Malignant melanoma of soft parts,Malignant melanoma of soft parts
9045/3,9045,1725,/3,cancer,Preferred,Biphenotypic sinonasal sarcoma,Biphenotypic sinonasal sarcoma
9050/0,9050,1727,/0,,Preferred,"Mesothelioma, benign","Mesothelioma, benign"
9050/3,9050,1728,/3,cancer,Preferred,"Mesothelioma, malignant","Mesothelioma, malignant"
9050/3,9050,1729,/3,cancer,Synonym,"Mesothelioma","Mesothelioma"
9051/0,9051,1730,/0,,Preferred,"Fibrous mesothelioma, benign","Fibrous mesothelioma, benign"
9051/3,9051,1731,/3,cancer,Preferred,"Fibrous mesothelioma, malignant","Fibrous mesothelioma, malignant"
9051/3,9051,1732,/3,cancer,Synonym,"Fibrous mesothelioma","Fibrous mesothelioma"
9051/3,9051,1733,/3,cancer,Synonym,Desmoplastic mesothelioma,Desmoplastic mesothelioma
9051/3,9051,1734,/3,cancer,Synonym,Sarcomatoid mesothelioma,Sarcomatoid mesothelioma
9051/3,9051,1735,/3,cancer,Synonym,Spindled mesothelioma,Spindled mesothelioma
9052/0,9052,1736,/0,,Preferred,"Epithelioid mesothelioma, benign","Epithelioid mesothelioma, benign"
9052/0,9052,1737,/0,,Related,"Well differentiated papillary mesothelioma, benign","Well differentiated papillary mesothelioma, benign"
9052/0,9052,1738,/0,,Synonym,Mesothelial papilloma,Mesothelial papilloma
9052/1,9052,1739,/1,,Preferred,Well differentiated papillary mesothelioma of the pleura,Well differentiated papillary mesothelioma of the pleura
9052/3,9052,1740,/3,cancer,Preferred,"Epithelioid mesothelioma, malignant","Epithelioid mesothelioma, malignant"
9052/3,9052,1741,/3,cancer,Synonym,"Epithelioid mesothelioma","Epithelioid mesothelioma"
9053/3,9053,1742,/3,cancer,Preferred,"Mesothelioma, biphasic, malignant","Mesothelioma, biphasic, malignant"
9053/3,9053,1743,/3,cancer,Synonym,"Mesothelioma, biphasic","Mesothelioma, biphasic"
9054/0,9054,1744,/0,,Preferred,"Adenomatoid tumor","Adenomatoid tumor"
9055/0,9055,1745,/0,,Preferred,Peritoneal inclusion cysts,Peritoneal inclusion cysts
9055/0,9055,1746,/0,,Synonym,Cystic mesothelioma,Cystic mesothelioma
9055/0,9055,1747,/0,,Synonym,Multicystic mesothelioma,Multicystic mesothelioma
9060/3,9060,1749,/3,cancer,Preferred,Dysgerminoma,Dysgerminoma
9061/3,9061,1750,/3,cancer,Preferred,"Seminoma","Seminoma"
9062/3,9062,1751,/3,cancer,Preferred,"Seminoma, anaplastic","Seminoma, anaplastic"
9062/3,9062,1752,/3,cancer,Synonym,Seminoma with high mitotic index,Seminoma with high mitotic index
9063/3,9063,1753,/3,cancer,Preferred,Spermatocytic seminoma,Spermatocytic seminoma
9063/3,9063,1754,/3,cancer,Synonym,Spermatocytoma,Spermatocytoma
9063/3,9063,1755,/3,cancer,Synonym,Spermatocytic tumor,Spermatocytic tumor
9064/2,9064,1756,/2,,Preferred,Intratubular malignant germ cells,Intratubular malignant germ cells
9064/2,9064,1757,/2,,Synonym,Intratubular germ cell neoplasia,Intratubular germ cell neoplasia
9064/2,9064,1758,/2,,Synonym,Germ cell neoplasia in situ,Germ cell neoplasia in situ
9064/3,9064,1759,/3,cancer,Preferred,Germinoma,Germinoma
9064/3,9064,1760,/3,cancer,Synonym,"Germ cell tumor","Germ cell tumor"
9065/3,9065,1761,/3,cancer,Preferred,"Germ cell tumor, nonseminomatous","Germ cell tumor, nonseminomatous"
9070/3,9070,1762,/3,cancer,Preferred,"Embryonal carcinoma","Embryonal carcinoma"
9070/3,9070,1763,/3,cancer,Synonym,Embryonal adenocarcinoma,Embryonal adenocarcinoma
9071/3,9071,1764,/3,cancer,Preferred,"Yolk sac tumor","Yolk sac tumor"
9071/3,9071,1765,/3,cancer,Synonym,"Embryonal carcinoma, infantile","Embryonal carcinoma, infantile"
9071/3,9071,1766,/3,cancer,Synonym,"Yolk sac tumor, pre-pubertal type","Yolk sac tumor, pre-pubertal type"
9071/3,9071,1767,/3,cancer,Synonym,Endodermal sinus tumor,Endodermal sinus tumor
9071/3,9071,1768,/3,cancer,Synonym,Orchioblastoma,Orchioblastoma
9071/3,9071,1769,/3,cancer,Synonym,Polyvesicular vitelline tumor,Polyvesicular vitelline tumor
9071/3,9071,1770,/3,cancer,Related,Hepatoid yolk sac tumor,Hepatoid yolk sac tumor
9071/3,9071,1771,/3,cancer,Related,"Yolk sac tumor, post-pubertal type","Yolk sac tumor, post-pubertal type"
9072/3,9072,1772,/3,cancer,Preferred,Polyembryoma,Polyembryoma
9072/3,9072,1773,/3,cancer,Synonym,"Embryonal carcinoma, polyembryonal type","Embryonal carcinoma, polyembryonal type"
9073/1,9073,1774,/1,,Preferred,Gonadoblastoma,Gonadoblastoma
9073/1,9073,1775,/1,,Synonym,Gonocytoma,Gonocytoma
9080/0,9080,1776,/0,,Preferred,"Teratoma, benign","Teratoma, benign"
9080/0,9080,1777,/0,,Synonym,"Adult teratoma","Adult teratoma"
9080/0,9080,1778,/0,,Synonym,"Cystic teratoma","Cystic teratoma"
9080/0,9080,1779,/0,,Synonym,Adult cystic teratoma,Adult cystic teratoma
9080/0,9080,1780,/0,,Synonym,"Mature teratoma","Mature teratoma"
9080/0,9080,1781,/0,,Synonym,"Teratoma, differentiated","Teratoma, differentiated"
9080/1,9080,1782,/1,,Preferred,"Teratoma","Teratoma"
9080/1,9080,1783,/1,,Synonym,Solid teratoma,Solid teratoma
